name_res,kind_res,address,promotion,star,number_rating,status,open_time,cost_res,store_url
Trà Chanh Bụi Phố - Licogi13 Khuất Duy Tiến,CAFÉ/DESSERT -Chi nhánh,"Tầng 1 Sảnh A Licogi13 Số 164 Khuất Duy Tiến, Thanh Xuân, Hà Nội",Giảm hết 10%,4.5,100+,Đóng cửa,,15.000 - 40.000,https://shopeefood.vn/ha-noi/tra-chanh-bui-pho-licogi13-khuat-duy-tien
Cơm Gà Nam Hội - Lạc Trung,QUÁN ĂN,"Số Nhà 17 Ngõ 65 Lạc Trung, P. Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Giảm món,0,3,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/com-ga-nam-hoi-lac-trung
SHIBUYA RAMEN - Linh Lang,QUÁN ĂN,"34 Ngõ 41 Linh Lang, P. Cống Vị, Ba Đình, Hà Nội",Giảm món,4.5,50+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/shibuya-ramen-linh-lang
Quán Cơm Hạt Dẻ - Cơm Gà Online,"Yêu thích
QUÁN ĂN","10 Ngõ 68 Triều Khúc, Thanh Xuân, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 23:59,10.000 - 45.000,https://shopeefood.vn/ha-noi/o-ga-com-ga-de-nhat
Lê La Quán - Mì Trộn Indomie & Đồ Ăn Vặt - Xuân Thủy,QUÁN ĂN,"1 Ngõ 85 Xuân Thủy, P. Dịch Vọng, Cầu Giấy, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/le-la-quan-mi-tron-indomie-do-an-vat-xuan-thuy
"Fami Food - Đồ Ăn Vặt, Nem Chua Rán & Viên Chiên Nước Mắm - Cầu Giấy",QUÁN ĂN,"17A Ngách 56 Ngõ 79 Cầu Giấy, P. Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,5,10+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/fami-food-do-an-vat-nem-chua-ran-vien-chien-nuoc-mam-cau-giay
Thanh Cảnh - Bánh Mì Chảo,"Yêu thích
ĂN VẶT/VỈA HÈ","86/132 Phố Nguyên Xá, P. Minh Khai, (Đi Vào Ngõ 296 Cầu Diễn 100m Rẽ Phải 50m), Bắc Từ Liêm, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,30.000 - 60.000,https://shopeefood.vn/ha-noi/thanh-canh-banh-mi-chao
Cổ Trà - Trà Shan Tuyết 300 Năm Tuổi & Trà Hoa Quả - 94 Trấn Vũ,CAFÉ/DESSERT,"94 Trấn Vũ, P. Quán Thánh, Ba Đình, Hà Nội",Giảm món,4.5,10+,Mở cửa,08:15 - 23:00,0 - 0,https://shopeefood.vn/ha-noi/co-tra-tra-shan-tuyet-300-nam-tuoi-tra-hoa-qua-94-tran-vu
Quang Tèo - Bún Bò Huế,QUÁN ĂN,"62 Ngõ 68 Triều Khúc, P. Thanh Xuân Nam, Thanh Xuân, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,35.000 - 40.000,https://shopeefood.vn/ha-noi/quang-teo-bun-bo-hue
Thực Phẩm Sạch An Bình - Trần Cung,QUÁN ĂN,"235 Trần Cung, P. Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Giảm hết 10%,4.5,9,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/thuc-pham-sach-an-binh-tran-cung
Royaltea - Phú Diễn,CAFÉ/DESSERT -Chi nhánh,"Số 41 Ngõ 187 Phú Diễn, P. Phú Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 23:59,20.000 - 60.000,https://shopeefood.vn/ha-noi/royaltea-phu-dien
"Bánh Tráng Huyền Linh - Bánh Tráng Trộn, Bánh Tráng Nướng & Bánh Tráng Cuộn - 68 Triều Khúc","Yêu thích
ĂN VẶT/VỈA HÈ -Chi nhánh","Số 1 Ngõ 68 Triều Khúc, X. Tân Triều, Thanh Trì, Hà Nội",Giảm món,4.5,999+,Mở cửa,10:00 - 23:00,0 - 0,https://shopeefood.vn/ha-noi/banh-trang-huyen-linh-banh-trang-tron-banh-trang-nuong-banh-trang-cuon-68-trieu-khuc
Moon Mart - Bánh Mì Hoa Cúc Pháp - Khương Trung,TIỆM BÁNH,"Số 6 Ngõ 47 Phố Khương Trung, P. Khuong Trung, Thanh Xuân, Hà Nội",Giảm món,5,9,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/moon-mart-banh-mi-hoa-cuc-phap-khuong-trung.rtb5jh
Gà Ủ Muối Thảo Mộc & Gà Quay Lu HongKong - Long Gà Quán,QUÁN ĂN,"Số nhà 5b hẻm 8 ngách 56 ngõ 79 Cầu Giấy, P. Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,10+,Mở cửa,00:00 - 04:30 | 09:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/ga-u-muoi-thao-moc-ga-quay-lu-hongkong-long-ga-quan
Mẹt Tiến - Mì Trộn & Bún Đậu Mắm Tôm - Yên Phúc,QUÁN ĂN,"94 Yên Phúc, P. Phúc La, Hà Đông, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/met-tien-mi-tron-bun-dau-mam-tom-yen-phuc
Mai Trang - Ốc & Ăn Vặt,"Yêu thích
ĂN VẶT/VỈA HÈ","Ki Ốt 15 Ngõ 260 Cầu Giấy (Đối Diện PK Y Cao), P. Quan Hoa, Cầu Giấy, Hà Nội",Giảm hết 10%,4.5,999+,Mở cửa,00:00 - 23:59,40.000 - 200.000,https://shopeefood.vn/ha-noi/mai-trang-oc-an-vat
Cô Hoa - Cơm Gà & Đồ Ăn Vặt,"Yêu thích
QUÁN ĂN","3 Võ Quý Huân, P. Phúc Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,20.000 - 50.000,https://shopeefood.vn/ha-noi/co-hoa-com-ga-do-an-vat
"Quán Nhà Kẹo - Mì Indomie, Mì Trộn & Đồ Ăn Vặt - 18 Ngõ 575 Kim Mã",QUÁN ĂN,"Nhà 1A Ngách 18/575 Kim Mã, P. Kim Mã, Ba Đình, Hà Nội",Giảm món,4.5,100+,Mở cửa,00:00 - 23:59,10.000 - 85.000,https://shopeefood.vn/ha-noi/quan-nha-keo-mi-indomie-mi-tron-do-an-vat-18-ngo-575-kim-ma
Mì JANG - Thái Hà,"Yêu thích
QUÁN ĂN","Số 19, Ngõ 198 Thái Hà, P.Trung Liệt, Đống Đa, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/mi-jang-thai-ha.ilmsow
Linhh Cam - Nước Ép Trái Cây Tươi Nguyên Chất - Trần Điền,CAFÉ/DESSERT,"128 Phố Trần Điền, P. Định Công, Hoàng Mai, Hà Nội",Giảm món,4.5,100+,Mở cửa,06:05 - 23:58,0 - 0,https://shopeefood.vn/ha-noi/linhh-cam-nuoc-ep-trai-cay-tuoi-nguyen-chat-tran-dien
Trà sữa Mixue - Trần Nguyên Đán,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","28 Trần Nguyên Đán, P. Định Công, Hoàng Mai, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,15.000 - 35.000,https://shopeefood.vn/ha-noi/tra-sua-mixue-tran-nguyen-dan
Pizza & Đồ Ăn Vặt Việt Trung Hàn - Nguyễn Văn Cừ,QUÁN ĂN,"35A Ngõ 564 Nguyễn Văn Cừ, P. Gia Thụy, Long Biên, Hà Nội",Giảm hết 10%,4.5,100+,Mở cửa,06:30 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/pizza-do-an-vat-viet-trung-han-nguyen-van-cu
Bếp 24h - Food & Drink - Mễ Trì Thượng,QUÁN ĂN,"Số 5, Ngách 50/142 Mễ Trì Thượng, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bep-24h-food-drink-me-tri-thuong
"Lạ Coffee - Sinh Tố, Cà Phê & Nước Ép",CAFÉ/DESSERT,"Ki Ốt 10 V2 The Vesta, Hà Đông, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,20.000 - 50.000,https://shopeefood.vn/ha-noi/la-coffee-sinh-to-ca-phe-nuoc-ep
Gấu Trúc Béo - Mỳ Trộn Indomie - 347 Ngô Gia Tự,QUÁN ĂN,"347 Ngô Gia Tự, P. Đức Giang, Long Biên, Hà Nội",Giảm món,4.5,10+,Mở cửa,08:30 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/gau-truc-beo-my-tron-indomie-347-ngo-gia-tu
Bơ Juice - Nước Ép & Ăn Vặt - Xuân La,CAFÉ/DESSERT,"Số 34 Ngõ 77/47 Xuân La, P. Xuân La, Tây Hồ, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bo-juice-nuoc-ep-an-vat-xuan-la.hbllys
Chicken July - Chân Gà Rút Xương & Ăn Vặt,"Yêu thích
ĂN VẶT/VỈA HÈ","95 Bế Văn Đàn, P. Quang Trung, Hà Đông, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 03:00 | 09:30 - 23:59,20.000 - 50.000,https://shopeefood.vn/ha-noi/chicken-july-chan-ga-rut-xuong-an-vat
Hương Nam - Trà Bí Đao Hạt Chia - Phú Diễn,"QUÁN ĂN, SHOP ONLINE","Số 101 Phú Diễn, P. Phú Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/huong-nam-tra-bi-dao-hat-chia-phu-dien
Thắm Juice Healthy - Nước Ép Nguyên Chất & Sinh Tố,QUÁN ĂN,"Số 21 Ngõ 68 Phố Cầu Am, P. Vạn Phúc, Hà Đông, Hà Nội",Giảm món,4.5,10+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/tham-juice-healthy-nuoc-ep-nguyen-chat-sinh-to
Bún Đậu & Xôi - Dân Bắp Quan Nhân,QUÁN ĂN,"48 Ngõ 144 Quan Nhân, P. Nhân Chính, Thanh Xuân, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bun-dau-xoi-dan-bap-quan-nhan
"Pozaa Tea - 177 Nguyễn Ngọc Vũ - Trà Sữa, Trà Chanh & Nước Ép",QUÁN ĂN,"177 Nguyễn Ngọc Vũ, P. Trung Hoà, Cầu Giấy, Hà Nội",Giảm món,5,10+,Mở cửa,08:20 - 23:50,0 - 0,https://shopeefood.vn/ha-noi/pozaa-tea-177-nguyen-ngoc-vu-tra-sua-tra-chanh-nuoc-ep
Duck Coffee,CAFÉ/DESSERT,"20 Ngách 2/35 Phố Hoàng Liệt, P. Hoàng Liệt, Hoàng Mai, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,15.000 - 48.000,https://shopeefood.vn/ha-noi/duck-coffee
GÀ MẸT XÔI CHIM GÀ BÓ XÔI THU HOA - Ăn Vặt - Hoàng Tăng Bí,ĂN VẶT/VỈA HÈ,"151D Hoàng Tăng Bí, P. Đông Ngạc, Bắc Từ Liêm, Hà Nội",Giảm món,0,2,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/ga-met-xoi-chim-ga-bo-xoi-thu-hoa-an-vat-hoang-tang-bi
Hằng Thịnh - Cơm Rang Giòn - 211 Phúc Tân,QUÁN ĂN,"211 Phúc Tân, P. Phúc Tân, Hoàn Kiếm, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/hang-thinh-com-rang-gion-211-phuc-tan
Bún Chả Obama,"Yêu thích
ĂN VẶT/VỈA HÈ","Số 6 Ngách 12 Ngõ 43 Cầu Cốc, P. Tây Mỗ, Nam Từ Liêm, Hà Nội",Giảm món,4.5,100+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/bun-cha-obama
Noémi Bakery & Tea - Trung Kính,CAFÉ/DESSERT,"Số 51 Ngõ 193 Trung Kính, Cầu Giấy, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,15.000 - 85.000,https://shopeefood.vn/ha-noi/noemi-bakery-tea-trung-kinh
"Bánh Mì Muối Ớt Hana - Mì Trộn, Bánh Tráng & Đồ Ăn Vặt - Shop Online",QUÁN ĂN,"Số 4 ngõ 248 Trần Cung, P. Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,50+,Mở cửa,06:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/banh-mi-muoi-ot-hana-mi-tron-banh-trang-do-an-vat-shop-online
Chân Gà Nộm - Trà Bí Đao & Đồ Ăn Vặt,NHÀ HÀNG,"No06 Lk30 Khu 16 17 18 Dương Nội, P. Dương Nội, Hà Đông, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/chan-ga-nom-tra-bi-dao-do-an-vat
Bếp Mẹ Gấu - Bún Trộn & Nem Nướng Nha Trang - Kim Giang,QUÁN ĂN,"138/168 Kim Giang, P. Đại Kim, Hoàng Mai, Hà Nội",Giảm món,4.5,100+,Mở cửa,00:00 - 23:59,30.000 - 100.000,https://shopeefood.vn/ha-noi/bep-me-gau-bun-tron-nem-nuong-nha-trang-kim-giang
Tiệm Của Bi - Nước Ép Nguyên Chất & Phở Bò Hà Nội,QUÁN ĂN,"Số 2 Ngõ 157 Chùa Láng, P. Láng Thượng, Đống Đa, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/tiem-cua-bi-nuoc-ep-nguyen-chat-pho-bo-ha-noi
Mỳ Cay & Cơm Chiên - Ăn Vặt Tiệm 1991,"Yêu thích
QUÁN ĂN","5 Ngõ 191 Minh Khai, P. Bạch Mai, Hai Bà Trưng, Hà Nội",Giảm món,4.5,500+,Mở cửa,00:00 - 03:00 | 08:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/my-cay-com-chien-an-vat-tiem-1991
MinMax Fresh - Chè Khoai Dẻo Online,SHOP ONLINE -Chi nhánh,"77A Hồng Mai, P. Quỳnh Lôi, Hai Bà Trưng, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,30.000 - 60.000,https://shopeefood.vn/ha-noi/minmax-fresh-che-khoai-deo-online
Bếp Mỳ & Tép - Từ Hoa,QUÁN ĂN,"20 Ngõ 5 Từ Hoa, P. Quảng An, Tây Hồ, Hà Nội",Giảm món,4.5,10+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/bep-my-tep-tu-hoa
LONG FOOD Bánh Mỳ - Xôi Doner Kebab & Đồ Ăn Vặt,QUÁN ĂN,"77 Ngõ 219 Nguyễn Ngọc Vũ , P. Trung Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,50+,Đóng cửa,,30.000 - 50.000,https://shopeefood.vn/ha-noi/long-food-banh-my-xoi-doner-kebab-do-an-vat
Cơm Tấm Times,QUÁN ĂN,"2 TT2A Ngõ 622 Minh Khai, P. Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,50.000 - 80.000,https://shopeefood.vn/ha-noi/com-tam-times
"ABi - Gà Ủ Muối, Chân Gà Sốt Thái & Gà Tần - A1 Thành Công",QUÁN ĂN,"106 Nhà A1 (mặt sân) Tập Thể Thành Công, P. Thành Công, Ba Đình, Hà Nội",Giảm hết 25%,4.5,100+,Mở cửa,00:00 - 02:00 | 09:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/abi-ga-u-muoi-chan-ga-sot-thai-ga-tan-a1-thanh-cong
Bếp Quán Zì - Mì Trộn Indomie Siêu Sốt Mĩ Vị,"Yêu thích
QUÁN ĂN, SHOP ONLINE -Chi nhánh","145 Lê Duẩn, P. Cửa Nam, Hoàn Kiếm, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 04:00 | 18:00 - 23:59,20.000 - 50.000,https://shopeefood.vn/ha-noi/bep-quan-zi-mi-tron-indomie-sieu-sot-mi-vi
"Phương Béo - Nước Ép, Sinh Tố & Trà Trái Cây Tươi",QUÁN ĂN,"Số 2 Ngõ 1 Lý Tự Trọng, P. La Khê, Hà Đông, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,20.000 - 60.000,https://shopeefood.vn/ha-noi/phuong-beo-nuoc-ep-sinh-to-tra-trai-cay-tuoi
Cơm Sườn & Cơm Gà - Mạnh Trang,QUÁN ĂN,"Số 81 Ngõ 59 Mễ Trì, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm món,4.5,100+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/com-suon-com-ga-manh-trang
Trà Sữa Nhật Bản MinMax,ĂN VẶT/VỈA HÈ,"77 Hồng Mai, P. Bạch Mai, Hai Bà Trưng, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,20.000 - 45.000,https://shopeefood.vn/ha-noi/tra-sua-nhat-ban-minmax
Bún Đậu Nhật Vượng - Bún Đậu - Khúc Thừa Dụ,QUÁN ĂN,"31 ngõ 38 Khúc Thừa Dụ, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,0,2,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/bun-dau-nhat-vuong-bun-dau-khuc-thua-du
Pain Lee - Pizza & Spaghetti - Trần Quý Cáp,QUÁN ĂN -Chi nhánh,"Số 1 Trần Quý Cáp, P. Văn Miếu, Đống Đa, Hà Nội",Giảm món,4.5,500+,Mở cửa,00:00 - 23:59,120.000 - 250.000,https://shopeefood.vn/ha-noi/pain-lee-pizza-spaghetti-tran-quy-cap
Kem Bơ - Trà Mãng Cầu Đỉnh Chóp,QUÁN ĂN,"Ngõ 402 Ngách 28 Số Nhà 2 Mỹ Đình, Nam Từ Liêm, Hà Nội",Giảm hết 35%,3.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/kem-bo-tra-mang-cau-dinh-chop
Cà Phê Sói - Cafe Rang Mộc & Say Tại Chỗ,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","3A Hồ Xuân Hương, P. Nguyễn Du, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,25.000 - 40.000,https://shopeefood.vn/ha-noi/ca-phe-soi-cafe-rang-moc-say-tai-cho
"Thảo Vy - Xôi, Bánh Mì & Mì Trộn Indomie",QUÁN ĂN,"95B Tô Hiến Thành, P. Phúc La, Hà Đông, Hà Nội",Giảm hết 10%,3.5,100+,Mở cửa,00:00 - 23:59,5.000 - 99.000,https://shopeefood.vn/ha-noi/thao-vy-xoi-banh-mi-mi-tron-indomie
Trà Bí Đao Cát Tiên - Lê Hồng Phong,"Yêu thích
QUÁN ĂN -Chi nhánh","87 Lê Hồng Phong, P. Nguyễn Trãi, Hà Đông, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,15.000 - 40.000,https://shopeefood.vn/ha-noi/tra-bi-dao-cat-tien-le-hong-phong
"Quán Tía Tô - Bún Riêu Ốc Cá, Cháo Lòng & Bánh Đa Cua - Hoàng Đạo Thành",QUÁN ĂN -Chi nhánh,"32 Ngõ 102/71 Hoàng Đạo Thành, Thanh Xuân, Hà Nội",Giảm món,4.5,100+,Mở cửa,00:00 - 04:00 | 10:30 - 23:59,30.000 - 60.000,https://shopeefood.vn/ha-noi/quan-tia-to-bun-rieu-oc-ca-chao-long-banh-da-cua-hoang-dao-thanh
PHẬT NHẢY TƯỜNG - SOUP Bào Ngư Vi Cá,QUÁN ĂN,"Số 20 Ngõ 1 Ngách 62 Hẻm 41/20/35 Bùi Xương Trạch, P. Khương Đình, Thanh Xuân, Hà Nội",Giảm hết 10%,0,,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/phat-nhay-tuong-soup-bao-ngu-vi-ca
Cơm Tấm Cô Trân - Cơm Sườn Nướng - 567 Nguyễn Văn Cừ,"Yêu thích
QUÁN ĂN -Chi nhánh","567 Nguyễn Văn Cừ, Long Biên, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 40.000,https://shopeefood.vn/ha-noi/com-tam-co-tran-com-suon-nuong-567-nguyen-van-cu
Bún Hải Sản No1 - Khương Hạ,"Yêu thích
QUÁN ĂN","35 Khương Hạ, P. Khương Đình, Thanh Xuân, Hà Nội",Giảm món,4.5,999+,Mở cửa,06:30 - 23:00,45.000 - 55.000,https://shopeefood.vn/ha-noi/bun-hai-san-no1-khuong-ha
Bún Đậu 23 & Bún Chả Hàng Mành,QUÁN ĂN -Chi nhánh,"23 Ngõ 99 Cầu Diễn, P. Phúc Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,25.000 - 55.000,https://shopeefood.vn/ha-noi/bun-dau-23-bun-cha-hang-manh
Mầm - Trà Pha Máy Đậm Vị - Nguyễn Văn Cừ,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","189 Nguyễn Văn Cừ, P.Ngọc Lâm, Long Biên, Hà Nội",Giảm món,5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/mam-tra-pha-may-dam-vi-nguyen-van-cu
Tonkotsu Ramen - Mì Tươi Truyền Thống Nhật Bản,QUÁN ĂN,"53 Ngõ 3 Nguyễn Văn Huyên, P. Quan Hoa, Cầu Giấy, Hà Nội",Giảm món,4.5,500+,Mở cửa,10:00 - 23:55,70.000 - 150.000,https://shopeefood.vn/ha-noi/tonkotsu-ramen-mi-tuoi-truyen-thong-nhat-ban
"Bảo Phong - Phở Bò, Cơm Rang & Mì Xào - 142 Mai Dịch",QUÁN ĂN -Chi nhánh,"142 Mai Dịch, Cầu Giấy, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,25.000 - 35.000,https://shopeefood.vn/ha-noi/bao-phong-pho-bo-com-rang-mi-xao-142-mai-dich
Tiệm Gà Ò Ó O - Gà Ủ Muối & Gà Hun Khói - Tân Triều,QUÁN ĂN -Chi nhánh,"76 ngõ 138 Tân Triều, X. Tân Triều, Thanh Trì, Hà Nội",Giảm hết 30%,4.5,10+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/tiem-ga-o-o-o-ga-u-muoi-ga-hun-khoi-tan-trieu
Mỳ Chua Cay Tim Cật & Trà Trái Cây Tươi - Cầu Diễn,CAFÉ/DESSERT,"Số 22 Ngõ 99 Cầu Diễn, P. Phúc Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,10.000 - 100.000,https://shopeefood.vn/ha-noi/my-chua-cay-tim-cat-tra-trai-cay-tuoi-cau-dien
"Bún Đậu Mắm Tôm, Bún Chả & Bánh Mỳ Chảo - Thỏ Ngọc Quán - Phố Võ Quý Huân",QUÁN ĂN,"23 Võ Quý Huân, P. Phúc Diễn, Bắc Từ Liêm, Hà Nội",Giảm hết 10%,4.5,100+,Mở cửa,08:00 - 23:30,8.000 - 50.000,https://shopeefood.vn/ha-noi/bun-dau-mam-tom-bun-cha-banh-my-chao-tho-ngoc-quan-pho-vo-quy-huan
Cá Kho Hà Nam Yên Hoà,QUÁN ĂN,"127 Yên Hoà, P. Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/ca-kho-ha-nam-yen-hoa
Gà Ủ Muối 47 - Cơm Gà & Phở Cuốn,"Yêu thích
QUÁN ĂN, QUÁN NHẬU","47 Phố Viên, P. Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,100+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/ga-u-muoi-47-com-ga-pho-cuon
Mr.Eco Salad Healthy - Food & Drinks - Đặng Tất,"Yêu thích
QUÁN ĂN -Chi nhánh","11 Đặng Tất, P. Quán Thánh, Ba Đình, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,17.000 - 90.000,https://shopeefood.vn/ha-noi/mr-eco-salad-healthy-food-drinks-dang-tat
Bánh Mỳ TEGICO & Thế Giới Cốm,QUÁN ĂN,"101 Nhà D1 Tập Thể Thành Công, Ba Đình, Hà Nội",Giảm món,4.5,50+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/banh-my-tegico-the-gioi-com
"Meo Food - Mỳ Cay, Bánh Tráng & Đồ Ăn Vặt",QUÁN ĂN,"Số 7 Hẻm 12 Ngách 63 Ngõ 58 Nguyễn Khánh Toàn, P. Dịch Vọng, Cầu Giấy, Hà Nội",Giảm món,4.5,10+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/meo-food-my-cay-banh-trang-do-an-vat
Thành Nam - Phở & Cơm Rang,"Yêu thích
QUÁN ĂN","Ki Ốt 13 Ngõ 560 Nguyễn Văn Cừ, P. Ngọc Lâm, Long Biên, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,32.000 - 40.000,https://shopeefood.vn/ha-noi/thanh-nam-pho-com-rang
Quán Lẩu Ếch & Gà Mẹt - Khương Trung,QUÁN NHẬU,"41 - 211 Khương Trung, P. Khương Trung, Thanh Xuân, Hà Nội",Giảm món,4.5,100+,Mở cửa,00:00 - 01:00 | 08:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/quan-lau-ech-ga-met-khuong-trung
MEI FOOD - Bánh Mì Muối Ớt & Chân Gà Sốt Thái,QUÁN ĂN,"4 Ngõ 44 Pháo Đài Láng, P. Láng Thượng, Đống Đa, Hà Nội",Giảm hết 10%,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/mei-food-banh-mi-muoi-ot-chan-ga-sot-thai
Quỳnh Anh - Bún Bò Trộn Nam Bộ - Nhân Hòa,QUÁN ĂN,"16 Ngõ 3 Nhân Hòa, P. Nhân Chính, Thanh Xuân, Hà Nội",Giảm hết 22%,3.5,10+,Mở cửa,00:00 - 06:00 | 10:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/quynh-anh-bun-bo-tron-nam-bo-nhan-hoa.glpfsn
Trái Cây Nước Ép Tươi Bốn Mùa Lan Lan - Trái Cây Nước Ép - Nguyễn Ngọc Vũ,"Yêu thích
CAFÉ/DESSERT","32 Ngõ 125 Nguyễn Ngọc Vũ, P. Trung Hòa, Cầu Giấy, Hà Nội",Giảm hết 10%,4.5,100+,Mở cửa,09:50 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/trai-cay-nuoc-ep-tuoi-bon-mua-lan-lan-trai-cay-nuoc-ep-nguyen-ngoc-vu
Mr.Eco Cơm Gạo Lứt - Healthy Food - Cầu Giấy,"Yêu thích
QUÁN ĂN -Chi nhánh","113 Ngõ 68 Đ. Cầu Giấy, P. Quan Hoa, Cầu Giấy, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,50.000 - 75.000,https://shopeefood.vn/ha-noi/mr-eco-com-gao-lut-healthy-food-cau-giay
Đặc Sản Cá Kho Hà Nam - Lê Trọng Tấn,QUÁN ĂN,"272A Ngõ 192 Lê Trọng Tấn, P. Khương Mai, Thanh Xuân, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,30.000 - 50.000,https://shopeefood.vn/ha-noi/dac-san-ca-kho-ha-nam-le-trong-tan
