store_id,name_res,kind_res,address,promotion,star,number_rating,status,open_time,cost_res,store_url,district
464,Gà Rán FKT 64 Đại La,QUÁN ĂN,"64 Đại La, P. Trương Định, Hai Bà Trưng, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/ga-ran-fkt-64-dai-la,Hai Bà Trưng
465,Mập Ú - Chân Gà Sả Ớt & Sốt Thái - Phú Mỹ,QUÁN ĂN,"Số 41 Ngõ 5 Ngách 36 Phú Mỹ, P. Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Giảm món,4.5,100,Mở cửa,00:00 - 23:59,5.000 - 300.000,https://shopeefood.vn/ha-noi/map-u-chan-ga-sa-ot-sot-thai-phu-my,Nam Từ Liêm
466,Phở Cuốn Trang Minh - Phú Diễn,"Yêu thích
QUÁN ĂN -Chi nhánh","15 Ngõ 182 Phú Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,999,Đóng cửa,Unknown,30.000 - 70.000,https://shopeefood.vn/ha-noi/pho-cuon-trang-minh-phu-dien,Bắc Từ Liêm
467,Bếp Cô Nhàn - Đình Thôn,QUÁN ĂN,"Số 8, Ngách 32 Ngõ 50 Đình Thôn, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Giảm món,4.5,10,Mở cửa,07:00 - 22:00,10.000 - 60.000,https://shopeefood.vn/ha-noi/bep-co-nhan-dinh-thon,Nam Từ Liêm
468,Bún Đậu Mắm Tôm - 171 Hà Kế Tấn,"Yêu thích
QUÁN ĂN","171 Hà Kế Tấn, P. Phương Liệt, Thanh Xuân, Hà Nội",Giảm món,4.5,50,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/bun-dau-mam-tom-171-ha-ke-tan,Thanh Xuân
469,Trà Bí Đao An Nhiên - Giáp Nhất,CAFÉ/DESSERT,"67 Giáp Nhất, P. Thượng Đình, Thanh Xuân, Hà Nội",Giảm món,4.5,100,Mở cửa,06:30 - 22:20,0 - 0,https://shopeefood.vn/ha-noi/tra-bi-dao-an-nhien-giap-nhat,Thanh Xuân
470,Phương Bống - Bánh Mì Truyền Thống & Mì Trộn Hải Sản - Phương Mai,QUÁN ĂN -Chi nhánh,"3 Ngõ 4 Phương Mai (Đối Diện Cổng Sau BV Bạch Mai), P. Phương Mai , Đống Đa, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,20.000 - 30.000,https://shopeefood.vn/ha-noi/phuong-bong-banh-mi-truyen-thong-mi-tron-hai-san-luong-dinh-cua,Đống Đa
471,Trà Sữa Nướng & Trà Hoa Quả - Tài Chính,QUÁN ĂN,"433 Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,100,Mở cửa,00:00 - 01:00 | 08:00 - 23:59,20.000 - 50.000,https://shopeefood.vn/ha-noi/tra-sua-nuong-tra-hoa-qua-tai-chinh,Bắc Từ Liêm
472,"Tiệm Mì Sinh Viên - Mì Trộn Indomie, Bánh Tráng & Viên Chiên",SHOP ONLINE,"91/35 Số 2 Nguyễn Chí Thanh, P. Láng Hạ, Đống Đa, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/tiem-mi-sinh-vien-mi-tron-indomie-banh-trang-vien-chien,Đống Đa
473,Hách Vịt - Vịt Quay Tứ Xuyên & Canh Măng Tiết - Đường Kim Giang,QUÁN ĂN,"Số Nhà 20 Ngõ 788/11/8 Đường Kim Giang, X. Thanh Liệt, Thanh Trì, Hà Nội",Giảm món,4.5,100,Mở cửa,08:00 - 23:59,30.000 - 260.000,https://shopeefood.vn/ha-noi/hach-vit-vit-quay-tu-xuyen-canh-mang-tiet-duong-kim-giang,Thanh Trì
474,Nước Ép Sinh Tố - Đình Thôn,CAFÉ/DESSERT,"14A Ngõ 154 Đình Thôn, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Giảm món,4.5,100,Mở cửa,09:00 - 22:30,0 - 0,https://shopeefood.vn/ha-noi/nuoc-ep-sinh-to-dinh-thon,Nam Từ Liêm
475,Teen Food - Đồ Ăn Vặt Siêu Ngon - 138 Ngõ Văn Chương,"ĂN VẶT/VỈA HÈ, SHOP ONLINE","Số 138 Ngõ Văn Chương, Đống Đa, Hà Nội",Giảm món,0.0,0,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/teen-food-do-an-vat-sieu-ngon-138-ngo-van-chuong,Đống Đa
476,Sushila - Cơm & Mỳ Ramen - Trúc Khê,"Yêu thích
NHÀ HÀNG -Chi nhánh","04 Trúc Khê, P. Láng Hạ, Đống Đa, Hà Nội",Giảm món,4.5,500,Mở cửa,10:15 - 13:30 | 17:15 - 21:30,150.000 - 350.000,https://shopeefood.vn/ha-noi/sushila-com-my-ramen-truc-khe,Đống Đa
477,Xôi Làng Quỳnh - Xôi & Cơm Văn Phòng Online,"Yêu thích
SHOP ONLINE","45 Đường Đê Trần Khát Chân, P. Thanh Lương, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999,Đóng cửa,Unknown,10.000 - 50.000,https://shopeefood.vn/ha-noi/lang-quynh-xoi-banh-mi-online,Hai Bà Trưng
478,Cháo Sườn Sụn 918 - Phúc Đồng,"Yêu thích
QUÁN ĂN","10A9 Khu Tập Thể 918 Phúc Đồng, P. Phúc Đồng, Long Biên, Hà Nội",Giảm món,4.5,500,Mở cửa,00:00 - 23:59,30.000 - 40.000,https://shopeefood.vn/ha-noi/chao-suon-sun-918-phuc-dong,Long Biên
479,"Bếp Mắm - Cơm, Xôi, Cháo & Đồ Ăn Vặt Online - Hồ Tùng Mậu",SHOP ONLINE -Chi nhánh,"P103 Cầu Thang Đầu Tiên Nhà A2 Ngõ 199/12 Hồ Tùng Mậu, P. Cầu Diễn, Nam Từ Liêm, Hà Nội",Giảm hết 10%,4.5,500,Đóng cửa,Unknown,15.000 - 35.000,https://shopeefood.vn/ha-noi/bep-mam-com-xoi-chao-do-an-vat-online-ho-tung-mau,Nam Từ Liêm
480,Gimbab Hàn Quốc - Nguyễn Trãi,QUÁN ĂN -Chi nhánh,"Phòng 103 Nhà H1-3 Ngõ 445 Nguyễn Trãi, P. Thanh Xuân Nam, Thanh Xuân, Hà Nội",Giảm hết 15%,4.5,10,Mở cửa,08:00 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/gimbab-han-quoc-nguyen-trai,Thanh Xuân
481,"Shushi - Gà, Mỳ Kim Chi & Thịt Xiên Vặt",QUÁN ĂN,"6B Ngách 39 Ngõ 381 Nguyễn Khang, P. Yên Hòa, Cầu Giấy, Hà Nội",Giảm hết 15%,4.5,100,Đóng cửa,Unknown,15.000 - 45.000,https://shopeefood.vn/ha-noi/shushi-ga-my-kim-chi-thit-xien-vat,Cầu Giấy
482,Gugsumi - Bún Trộn Healthy - Hạ Đình,QUÁN ĂN -Chi nhánh,"33 Ngõ 192 Hạ Đình, P. Hạ Đình, Thanh Xuân, Hà Nội",Giảm món,4.5,500,Mở cửa,08:00 - 22:00,10.000 - 50.000,https://shopeefood.vn/ha-noi/gugsumi-bun-tron-healthy-ha-dinh,Thanh Xuân
483,Bánh Mì & Xôi - Huấn Hoa Cúc,"Yêu thích
QUÁN ĂN","205 Khương Thượng, P. Khương Thượng, Đống Đa, Hà Nội",Giảm món,4.5,100,Mở cửa,00:00 - 01:50 | 05:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/banh-mi-xoi-huan-hoa-cuc,Đống Đa
484,Hiha Ăn Vặt - Kim Giang,QUÁN ĂN,"Số 8, Hẻm 250/100/22 Kim Giang, P. Đại Kim, Hoàng Mai, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/hiha-an-vat-kim-giang,Hoàng Mai
485,Cháo Sườn Sụn Phố Cổ,"Yêu thích
SANG TRỌNG","101 A11 Nghĩa Tân, P. Nghĩa Tân, Cầu Giấy, Hà Nội",Giảm món,4.5,999,Mở cửa,06:30 - 21:40,5.000 - 31.000,https://shopeefood.vn/ha-noi/chao-suon-sun-pho-co,Cầu Giấy
486,Nem Chua Rán Trần Công Châu - Top 1,QUÁN ĂN,"Đối Diện 9 Ngõ 11 Duy Tân, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,19.000 - 19.000,https://shopeefood.vn/ha-noi/nem-chua-ran-tran-cong-chau-top-1,Cầu Giấy
487,Tiệm Trà Dâu Tây Đông Du,QUÁN ĂN,"Số Nhà 3, Ngõ 402 Ngách 76/20 Mỹ Đình, P. Mỹ Đình, Nam Từ Liêm, Hà Nội",Giảm hết 20%,4.5,500,Mở cửa,06:00 - 23:59,15.000 - 60.000,https://shopeefood.vn/ha-noi/tiem-tra-dau-tay-dong-du,Nam Từ Liêm
488,An - Bún Bò Huế - Ngõ 1 Ao Sen,QUÁN ĂN,"Ngõ 1 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/an-bun-bo-hue-ngo-1-ao-sen,Hà Đông
489,Anh Béo - Bún Miến Ngan - Trần Quốc Vượng,"Yêu thích
QUÁN ĂN -Chi nhánh","1 Ngách 26 Ngõ 63 Trần Quốc Vượng, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,4.5,999,Mở cửa,00:00 - 23:59,30.000 - 50.000,https://shopeefood.vn/ha-noi/anh-beo-bun-mien-ngan-tran-quoc-vuong,Cầu Giấy
490,Bún Chả Obama - Duy Tân,QUÁN ĂN -Chi nhánh,"Số 9 Ngõ 11 Duy Tân, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,45.000 - 60.000,https://shopeefood.vn/ha-noi/bun-cha-obama-duy-tan,Cầu Giấy
491,Cồ Tuấn - Phở Bò & Cơm Rang - Mễ Trì,"Yêu thích
QUÁN ĂN","Kiot 15 KĐT Mễ Trì Hạ, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm món,4.5,100,Mở cửa,06:00 - 13:59 | 17:10 - 21:45,0 - 0,https://shopeefood.vn/ha-noi/co-tuan-pho-bo-com-rang-me-tri.u1n64t,Nam Từ Liêm
492,Bánh Mỳ Thanh Cảnh Cơ Sở 4 - Bánh Mỳ Chảo - Xuân Phương,QUÁN ĂN,"Số Nhà 2 Ngõ 80 Xuân Phương, P. Phương Canh, Nam Từ Liêm, Hà Nội",Giảm món,3.5,5,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/banh-my-thanh-canh-co-so-4-banh-my-chao-xuan-phuong.db0dno,Nam Từ Liêm
493,Đinh Huyền - Hàu Sữa Online,SHOP ONLINE,"131 Ngõ 337 Định Công, Hoàng Mai, Hà Nội",Giảm món,4.5,100,Mở cửa,09:00 - 22:30,7.000 - 100.000,https://shopeefood.vn/ha-noi/dinh-huyen-hau-sua-online,Hoàng Mai
494,"Kem Tuyết, Trà Sữa & Bánh Ngọt - Môkkin - 322 Thái Hà",TIỆM BÁNH -Chi nhánh,"322 Thái Hà, P. Trung Liệt, Đống Đa, Hà Nội",Giảm hết 25%,4.5,50,Mở cửa,08:30 - 21:00,0 - 0,https://shopeefood.vn/ha-noi/kem-tuyet-tra-sua-banh-ngot-mokkin-322-thai-ha,Đống Đa
495,Nước Ép Trái Cây & Hoa Quả Gọt Sẵn - Trần Quốc Vượng,"QUÁN ĂN, ĂN VẶT/VỈA HÈ","Số Nhà 53 Ngõ 63 Trần Quốc Vượng, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm hết 20%,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/nuoc-ep-trai-cay-hoa-qua-got-san-tran-quoc-vuong,Cầu Giấy
496,Cơm Nhà Bun - Cơm Ngon Văn Phòng - Vườn Cam,QUÁN ĂN,"Số 58 Vườn Cam, P. Phú Đô, Nam Từ Liêm, Hà Nội",Giảm món,4.5,50,Mở cửa,10:00 - 21:00,40.000 - 45.000,https://shopeefood.vn/ha-noi/com-nha-bun-com-ngon-van-phong-vuon-cam,Nam Từ Liêm
497,Smoothie Detox & Healthy - Xã Đàn,CAFÉ/DESSERT,"8 Nghách 95 Ngõ Xã Đàn 2, P. Nam Đồng, Đống Đa, Hà Nội",Giảm món,4.5,50,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/smoothie-detox-healthy-xa-dan,Đống Đa
498,"Chef Hoàng - Trứng Gà Nướng, Xôi & Nước Ép - Trần Phú",QUÁN ĂN,"96 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/chef-hoang-trung-ga-nuong-xoi-nuoc-ep-tran-phu,Hà Đông
499,Trà Chanh Smile,CAFÉ/DESSERT,"14A Ngõ 154 Đình Thôn, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Giảm món,4.5,100,Mở cửa,09:00 - 23:30,12.000 - 60.000,https://shopeefood.vn/ha-noi/tra-chanh-smile,Nam Từ Liêm
500,Gạo Food - Mì Indomie & Đồ Ăn Vặt - Ngõ Lệch Cư,"ĂN VẶT/VỈA HÈ, SHOP ONLINE","11 Ngách 22 Ngõ Lệch Cư, Đống Đa, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/gao-food-mi-indomie-do-an-vat-ngo-lech-cu,Đống Đa
501,Chicken Go - Gà Rán Thái Lan - Yên Hòa,QUÁN ĂN,"204 Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,500,Mở cửa,00:00 - 00:30 | 06:30 - 23:59,5.000 - 25.000,https://shopeefood.vn/ha-noi/chicken-go-ga-ran-thai-lan,Cầu Giấy
502,Bún Cá Chú Quảng,QUÁN ĂN -Chi nhánh,"101 C6 Trần Huy Liệu, P. Giảng Võ, Ba Đình, Hà Nội",Giảm món,4.5,999,Mở cửa,07:00 - 13:50 | 17:00 - 20:50,35.000 - 50.000,https://shopeefood.vn/ha-noi/bun-ca-chu-quang,Ba Đình
503,ĐO ĐO - Bánh Tráng Trộn - Thanh Xuân Bắc,ĂN VẶT/VỈA HÈ,"102 E1 Thanh Xuân Bắc, Ngõ 116 Lương Thế Vinh, P. Thanh Xuân Bắc,, Thanh Xuân, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/do-do-banh-trang-tron-thanh-xuan-bac.ie3zt2,Thanh Xuân
504,Thuỷ Mít - Cơm Rang & Phở Xào - Mỹ Đình,QUÁN ĂN -Chi nhánh,"141 Ngõ 322 Mỹ Đình, P. Mỹ Đình, Nam Từ Liêm, Hà Nội",Giảm hết 10%,4.5,100,Mở cửa,10:00 - 21:00,50.000 - 70.000,https://shopeefood.vn/ha-noi/thuy-mit-com-rang-pho-xao-my-dinh,Nam Từ Liêm
505,Bún Chả Đỗ Lý,QUÁN ĂN,"5 Ngõ 108 Xuân Đỉnh, P. Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,50,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/bun-cha-do-ly,Bắc Từ Liêm
506,"Gà Rán, Cơm Tấm & Bánh Mì Đò Quan",QUÁN ĂN,"119 Bùi Xương Trạch, P. Khương Đình, Thanh Xuân, Hà Nội",Giảm hết 30%,4.5,100,Mở cửa,09:30 - 22:00,5.000 - 40.000,https://shopeefood.vn/ha-noi/ga-ran-com-tam-banh-mi-do-quan,Thanh Xuân
507,SaiKou - Tiệm Cơm Nhật - Cầu Diễn,"ĂN VẶT/VỈA HÈ, GIAO CƠM VĂN PHÒNG","89/136 Cầu Diễn, P. Phú Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,5.0,7,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/saikou-tiem-com-nhat-cau-dien,Bắc Từ Liêm
508,Chân Gà Bay Online,SHOP ONLINE -Chi nhánh,"15 Ngõ 182 Lương Thế Vinh, Nam Từ Liêm, Hà Nội",Giảm hết 10%,4.5,999,Mở cửa,06:00 - 23:59,15.000 - 150.000,https://shopeefood.vn/ha-noi/chan-ga-bay-online,Nam Từ Liêm
509,Bánh Cuốn Gia Huy,QUÁN ĂN,"101 Doãn Kế Thiện, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm món,4.5,500,Đóng cửa,Unknown,20.000 - 70.000,https://shopeefood.vn/ha-noi/banh-cuon-gia-huy,Cầu Giấy
510,"Bánh Đúc Nóng Online - Đồ Ăn Vặt, Chân Gà Sả Tắc & Đồ Uống - Phúc Đồng","Yêu thích
QUÁN ĂN","14A8 Khu 918, P. Phúc Đồng, Long Biên, Hà Nội",Giảm món,5.0,500,Mở cửa,00:00 - 23:59,20.000 - 60.000,https://shopeefood.vn/ha-noi/banh-duc-nong-online-do-an-vat-chan-ga-sa-tac-do-uong-phuc-dong,Long Biên
511,Chè Ngon - Tiramisu & Bông Lan Trứng Muối - Xã Đàn,TIỆM BÁNH,"178 Xã Đàn, P. Phương Liên, Đống Đa, Hà Nội",Đồng giá 80k,4.5,500,Đóng cửa,Unknown,30.000 - 70.000,https://shopeefood.vn/ha-noi/che-ngon-tiramisu-bong-lan-trung-muoi-xa-dan,Đống Đa
512,Alopizza - Mỳ Ý & Pizza Tươi 100% - Phú Lương,"Yêu thích
TIỆM BÁNH","20A Ngách 2/7 Ngõ Trần Hưng Đạo, P. Phú Lương, Phú Lãm, Hà Đông, Hà Nội",Giảm món,4.5,500,Mở cửa,10:00 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/alopizza-my-y-pizza-tuoi-100-phu-luong,Hà Đông
513,"Bánh Mì Sài Gòn - Bánh Mì, Bánh Bao & Trà Sữa - Nguyễn An Ninh","Yêu thích
TIỆM BÁNH, ĂN VẶT/VỈA HÈ","113 Nguyễn An Ninh, P. Tương Mai, Hoàng Mai, Hà Nội",Giảm món,4.5,50,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/banh-mi-sai-gon-banh-mi-banh-bao-tra-sua-nguyen-an-ninh,Hoàng Mai
514,"Hương Vị Việt - Gà Rán, Gà Luộc & Gà Ủ Muối - Pháo Đài Láng",QUÁN ĂN -Chi nhánh,"40b/159 Pháo Đài Láng, P. Láng Thượng, Đống Đa, Hà Nội",Giảm hết 25%,4.5,100,Mở cửa,00:00 - 03:00 | 10:00 - 23:59,20.000 - 60.000,https://shopeefood.vn/ha-noi/huong-vi-viet-ga-ran-ga-luoc-ga-u-muoi-phao-dai-lang,Đống Đa
515,"Bé Mina Food - Bánh Gà, Nem Chua Rán & Xiên Ăn Vặt - Shop Online","Yêu thích
QUÁN ĂN","Số 1 Ngõ 161 Hoa Lâm, P. Việt Hưng, Long Biên, Hà Nội",Giảm hết 10%,4.5,50,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/be-mina-food-banh-ga-nem-chua-ran-xien-an-vat-shop-online,Long Biên
516,Hải An - Bánh Mì Muối Ớt - Hoàng Ngân,QUÁN ĂN,"20 Hoàng Ngân, P. Trung Hoà, Cầu Giấy, Hà Nội",Giảm hết 28%,4.5,500,Mở cửa,08:00 - 23:59,15.000 - 30.000,https://shopeefood.vn/ha-noi/hai-an-banh-mi-muoi-ot-hoang-ngan,Cầu Giấy
517,Bún Chả Ba Cô - Mễ Trì Hạ,"Yêu thích
QUÁN ĂN -Chi nhánh","6 Mễ Trì Hạ, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm món,4.5,500,Đóng cửa,Unknown,40.000 - 50.000,https://shopeefood.vn/ha-noi/bun-cha-ba-co-me-tri-ha,Nam Từ Liêm
518,Bánh Cốm Nguyên Ninh 71 - Bánh Cốm Ngon - Hàng Than,"Yêu thích
QUÁN ĂN","73 Hàng Than, P. Nguyễn Trung Trực, Ba Đình, Hà Nội",Giảm hết 20%,4.5,500,Mở cửa,06:00 - 23:00,50.000 - 60.000,https://shopeefood.vn/ha-noi/banh-com-nguyen-ninh-71-banh-com-ngon-hang-than,Ba Đình
519,Chè Ngon Sài Gòn - Chè Thái Thập Cẩm - Nguyễn Chánh,ĂN VẶT/VỈA HÈ,"Chung Cư A14A, P. Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,50,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/che-ngon-sai-gon-che-thai-thap-cam-nguyen-chanh.rtyoxl,Cầu Giấy
520,Chef Đăng - Thịt Quay Plus CS1,QUÁN ĂN -Chi nhánh,"67C Hoàng Văn Thái, P. Khương Mai, Thanh Xuân, Hà Nội",Giảm hết 20%,4.5,999,Mở cửa,15:00 - 21:00,25.000 - 40.000,https://shopeefood.vn/ha-noi/chef-dang-thit-quay-plus-cs1,Thanh Xuân
521,An Nhiên - Trà Bí Đao - Triều Khúc,CAFÉ/DESSERT -Chi nhánh,"131 Triều Khúc, X. Tân Triều, Thanh Trì, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,20.000 - 50.000,https://shopeefood.vn/ha-noi/an-nhien-tra-bi-dao-trieu-khuc,Thanh Trì
522,Bún Trộn Hoàng Phố - Hồ Tùng Mậu,"Yêu thích
QUÁN ĂN -Chi nhánh","26 Ngõ 66 Hồ Tùng Mậu, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm hết 20%,4.5,999,Mở cửa,00:00 - 23:59,20.000 - 60.000,https://shopeefood.vn/ha-noi/bun-tron-hoang-pho-ho-tung-mau,Cầu Giấy
523,"Tiệm Mẹ Thỏ - Mì Cay 7 Cấp Độ, Mì Trộn Indomie & Viên Chiên - 107A Đa Tốn",QUÁN ĂN,"Số 107a Đa Tốn, X. Đa Tốn, Gia Lâm, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/tiem-me-tho-mi-cay-7-cap-do-mi-tron-indomie-vien-chien-107a-da-ton,Gia Lâm
524,Huyền An - Bún Riêu Cua Tóp Mỡ - Nguyễn An Ninh,QUÁN ĂN,"51 Nguyễn An Ninh, P. Tương Mai, Hoàng Mai, Hà Nội",Giảm hết 30%,4.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/huyen-an-bun-rieu-cua-top-mo-nguyen-an-ninh,Hoàng Mai
525,Quán Gà Ủ Muối & Gà Luộc - Đồ Ăn Nhanh - Triều Khúc,QUÁN ĂN,"Số 30 Ngách 59 Ngõ 68 Triều Khúc, P. Thanh Xuân Nam, Thanh Xuân, Hà Nội",Giảm hết 35%,4.5,100,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/quan-ga-u-muoi-ga-luoc-do-an-nhanh-trieu-khuc.smowle,Thanh Xuân
526,Bếp Ăn Vặt - Đồ Hàn & Mỳ Indomie - Bạch Đằng,"Yêu thích
QUÁN ĂN","101D Bạch Đằng, P. Chương Dương Độ, Hoàn Kiếm, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/bep-an-vat-do-han-my-indomie-bach-dang,Hoàn Kiếm
527,HaNa Gâteaux - Shop Online,SHOP ONLINE -Chi nhánh,"567 Phạm Văn Đồng, P. Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",Giảm hết 10%,4.5,500,Mở cửa,00:00 - 23:59,30.000 - 70.000,https://shopeefood.vn/ha-noi/hana-cake-shop-online,Bắc Từ Liêm
528,Trà Sữa Mynee - Olong Tây Bắc Đậm Vị,QUÁN ĂN,"77 Hoàng Cầu, P. Ô Chợ Dừa, Đống Đa, Hà Nội",Giảm món,4.5,100,Mở cửa,07:00 - 22:50,0 - 0,https://shopeefood.vn/ha-noi/tra-sua-mynee-olong-tay-bac-dam-vi,Đống Đa
529,Cô Em Bán Bánh - Bánh Bò Thốt Nốt & Bánh Ngọt - Shop Online,SHOP ONLINE,"12 Ngõ 32 Đặng Trần Côn, P. Quốc Tử Giám, Đống Đa, Hà Nội",Giảm hết 10%,4.5,50,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/co-em-ban-banh-banh-bo-thot-not-banh-ngot-shop-online,Đống Đa
530,Bếp Của Vụn - Bánh Bông Lan Trứng Muối Online,"Yêu thích
SHOP ONLINE","7 Ngõ 332 Lĩnh Nam (Vào Ngõ Rẽ Trái), P. Lĩnh Nam, Hoàng Mai, Hà Nội",Giảm món,4.5,999,Mở cửa,08:30 - 12:00 | 14:00 - 21:30,20.000 - 80.000,https://shopeefood.vn/ha-noi/bep-cua-vun-banh-bong-lan-trung-muoi-online,Hoàng Mai
531,Việt Nguyễn Coffee - Đại La,CAFÉ/DESSERT -Chi nhánh,"10 Ngõ 35 - 37 Đại La, P. Trương Định, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999,Đóng cửa,Unknown,15.000 - 35.000,https://shopeefood.vn/ha-noi/viet-nguyen-coffee-dai-la,Hai Bà Trưng
532,Quán Trà Hoa Thảo Mộc - Dịch Vọng,CAFÉ/DESSERT,"3 Ngách 37/2 Dịch Vọng, P. Dịch Vọng, Cầu Giấy, Hà Nội",Giảm hết 15%,4.5,100,Mở cửa,07:00 - 23:00,40.000 - 40.000,https://shopeefood.vn/ha-noi/quan-tra-hoa-thao-moc-dich-vong,Cầu Giấy
533,"Chè Ngon, Trà Ngon & Đồ Ăn Vặt - Phương Linh Quán",QUÁN ĂN,"Số 18 Ngõ 120 Tân Mai, P. Tân Mai, Hoàng Mai, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/che-ngon-tra-ngon-do-an-vat-phuong-linh-quan,Hoàng Mai
534,Min Bakery - Bông Lan Trứng Muối Online,SHOP ONLINE -Chi nhánh,"132 Nguyễn Huy Tưởng, P. Thanh Xuân Trung, Thanh Xuân, Hà Nội",Giảm hết 23%,4.5,999,Mở cửa,08:00 - 22:59,20.000 - 100.000,https://shopeefood.vn/ha-noi/min-bakery-bong-lan-trung-muoi-online,Thanh Xuân
535,Deilyno - Bún Trộn Nam Bộ & Miến Trộn Đặc Biệt - Tả Thanh Oai,QUÁN ĂN -Chi nhánh,"Mặt Tiền Đường Tả Thanh Oai, Cách 3 Nhà Tính Từ Ngõ 14, Thanh Trì, Hà Nội",Giảm hết 35%,4.5,500,Đóng cửa,Unknown,50.000 - 100.000,https://shopeefood.vn/ha-noi/deilyno-bun-tron-nam-bo-mien-tron-dac-biet-ta-thanh-oai,Thanh Trì
536,ĐỒ ĂN VẶT 24H LĨNH NAM - Đồ Ăn Vặt - Lĩnh Nam,SHOP ONLINE,"6 Ngõ 255/11 Lĩnh Nam, P. Vĩnh Hưng, Hoàng Mai, Hà Nội",Giảm món,4.5,50,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/do-an-vat-24h-linh-nam-do-an-vat-linh-nam.ik1bka,Hoàng Mai
537,Yi He Kao Nai - Trà Sữa Nướng Vân Nam - Xa La,CAFÉ/DESSERT -Chi nhánh,"Kiot 04B CT1-B1, KĐT Xa La, P. Phúc La, Hà Đông, Hà Nội",Giảm hết 50%,4.5,500,Đóng cửa,Unknown,15.000 - 30.000,https://shopeefood.vn/ha-noi/yi-he-kao-nai-tra-sua-nuong-van-nam-xa-la,Hà Đông
