store_id,name_res,kind_res,address,promotion,star,number_rating,status,open_time,cost_res,store_url,district
143,Quán Ngon 286 - Bún Trộn Nam Bộ - Giáp Bát,"Yêu thích
QUÁN ĂN -Chi nhánh","245 Giáp Bát, P. Giáp Bát, Hoàng Mai, Hà Nội",Giảm món,4.5,500,Mở cửa,09:00 - 23:00,40.000 - 50.000,https://shopeefood.vn/ha-noi/quan-ngon-286-bun-tron-nam-bo-giap-bat,Hoàng Mai
144,CHÁO SƯỜN SỤN - 166 VŨ PHẠM HÀM,QUÁN ĂN,"166 Vũ Phạm Hàm, P. Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,9,Mở cửa,07:00 - 21:00,0 - 0,https://shopeefood.vn/ha-noi/chao-suon-sun-166-vu-pham-ham,Cầu Giấy
145,Cơm Văn Phòng & Cơm Niêu Hợp Tác Xã - Hồng Hà,"Yêu thích
QUÁN ĂN -Chi nhánh","535 Hồng Hà, P. Phúc Tân, Hoàn Kiếm, Hà Nội",Giảm món,4.5,999,Mở cửa,08:38 - 23:55,30.000 - 60.000,https://shopeefood.vn/ha-noi/com-van-phong-com-nieu-hop-tac-xa-hong-ha,Hoàn Kiếm
146,Quỳnh Anh - Bún Bò Trộn Nam Bộ - Nhân Hòa,QUÁN ĂN,"16 Ngõ 3 Nhân Hòa, P. Nhân Chính, Thanh Xuân, Hà Nội",Giảm hết 20%,3.5,10,Mở cửa,00:00 - 03:30 | 10:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/quynh-anh-bun-bo-tron-nam-bo-nhan-hoa.glpfsn,Thanh Xuân
147,A Lẩu - Cháo Lòng,"Yêu thích
QUÁN ĂN","207 Vũ Hữu, P. Thanh Xuân Bắc, Thanh Xuân, Hà Nội",Giảm món,4.5,999,Mở cửa,07:00 - 15:00 | 17:48 - 23:59,20.000 - 100.000,https://shopeefood.vn/ha-noi/a-lau-chao-long,Thanh Xuân
148,Chay Thanh Tuệ - Bún Riêu & Bánh Mì Xá Xíu Chay - Mễ Trì Thượng,QUÁN ĂN,"Số 108 Mễ Trì Thượng, Nam Từ Liêm, Hà Nội",Giảm hết 10%,4.5,10,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/chay-thanh-tue-bun-rieu-banh-mi-xa-xiu-chay-me-tri-thuong,Nam Từ Liêm
149,Sushi Garden,"Yêu thích
QUÁN ĂN -Chi nhánh","310 Nguyễn Trãi, P. Thanh Xuân Trung, Thanh Xuân, Hà Nội",Giảm món,4.5,999,Mở cửa,09:00 - 23:59,50.000 - 150.000,https://shopeefood.vn/ha-noi/sushi-garden,Thanh Xuân
150,Tonkotsu Ramen - Mì Tươi Truyền Thống Nhật Bản,QUÁN ĂN,"175 Trần Quốc Vượng, Cầu Giấy, Hà Nội",Giảm món,4.5,500,Mở cửa,10:00 - 23:55,70.000 - 150.000,https://shopeefood.vn/ha-noi/tonkotsu-ramen-mi-tuoi-truyen-thong-nhat-ban,Cầu Giấy
151,"Gà Luộc, Gà Ủ Muối & Cơm Cháy - Duyên Dương",ĂN VẶT/VỈA HÈ,"Số 32 Ngách 59 Ngõ 68 Triều Khúc, P. Thanh Xuân Nam, Thanh Xuân, Hà Nội",Giảm món,4.5,999,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/ga-luoc-ga-u-muoi-com-chay-duyen-duong,Thanh Xuân
152,Linh Phương - Nem Nướng Nha Trang - Bạch Đằng,QUÁN ĂN,"195 Bạch Đằng, Hoàn Kiếm, Hà Nội",Giảm hết 10%,4.5,50,Mở cửa,07:00 - 21:00,0 - 0,https://shopeefood.vn/ha-noi/linh-phuong-nem-nuong-nha-trang-bach-dang.w6nzwn,Hoàn Kiếm
153,Gà Tươi Mạnh Hoạch - 210 Trần Điền,QUÁN ĂN -Chi nhánh,"210 Trần Điền, P. Định Công, Hoàng Mai, Hà Nội",Giảm món,4.5,999,Mở cửa,09:00 - 15:00 | 16:00 - 23:00,35.000 - 280.000,https://shopeefood.vn/ha-noi/ga-tuoi-manh-hoach-210-tran-dien,Hoàng Mai
154,"Ăn Vặt Bà Nga - Gà Chiên, Thịt Nướng & Mỳ Trộn - An Hưng","QUÁN ĂN, ĂN VẶT/VỈA HÈ","No07 LK23, LK20AB, Ngõ 48 Đường Lê Trọng Tấn, Khu Đất Dịch Cụ Dương Nội, Hà Đông, Hà Nội",Giảm món,4.5,10,Mở cửa,06:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/an-vat-ba-nga-ga-chien-thit-nuong-my-tron-an-hung,Hà Đông
155,Cơm Tấm Phương Anh - Bạch Mai,"Yêu thích
QUÁN ĂN -Chi nhánh","35 Bạch Mai, P. Ô Cầu Dền, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999,Mở cửa,09:00 - 15:00 | 17:00 - 21:00,40.000 - 55.000,https://shopeefood.vn/ha-noi/com-tam-phuong-anh-bach-mai,Hai Bà Trưng
156,NaNa Coffee Tea & Cake - Đồ Uống & Bánh Ngọt - 14 Ngõ 198 Ngọc Lâm,"Yêu thích
CAFÉ/DESSERT, TIỆM BÁNH","14 Ngõ 198 Ngọc Lâm, Long Biên, Hà Nội",Giảm hết 5%,4.5,50,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/nana-coffee-tea-cake-do-uong-banh-ngot-14-ngo-198-ngoc-lam.0rkxwz,Long Biên
157,Đức Food - Mì Trộn Indomie - Ngõ 95 Chùa Bộc,"Yêu thích
ĂN VẶT/VỈA HÈ -Chi nhánh","110 Ngõ 95 Chùa Bộc, Đống Đa, Hà Nội",Giảm món,4.5,999,Mở cửa,00:00 - 00:55 | 07:00 - 23:59,20.000 - 50.000,https://shopeefood.vn/ha-noi/duc-food-mi-tron-indomie-ngo-95-chua-boc,Đống Đa
158,Ăn Vặt Mixiu - Trà & Đồ Ăn Vặt - Giải Phóng,"Yêu thích
QUÁN ĂN, SHOP ONLINE","3 Ngách 45 Ngõ 1295 Giải Phóng, Hoàng Mai, Hà Nội",Giảm món,4.5,50,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/an-vat-mixiu-tra-do-an-vat-giai-phong,Hoàng Mai
